layer_name,layer_idx,sublayer,variant,dac_bits,EZR_mean,QZR_all_mean,QZR_nonzero_mean,ODR_mean,cosine_sim,ratio_q50,ratio_q90,ratio_q99,p_clip,absmax_q50,absmax_q90,absmax_q99,absmax_q999,EZR_pad_mean,QZR_all_pad_mean
bert.encoder.layer.7.attention.self.value,7,V,baseline,7,0.0,0.1831437573581934,0.1831437573581934,35.597271003723144,0.9998822656273841,0.0379772106744349,0.2496374124288559,0.664273736178875,0.0,1.7889710070448926e-05,9.545223254463053e-05,0.0009800424068816937,0.0014469680580077692,0.557091471850872,0.6383060708642005
bert.encoder.layer.8.intermediate.dense,8,FFN1,baseline,7,0.0006565560147282668,0.4435566391050816,0.4431910920143127,109.9348355102539,0.999245777130127,0.010015738820657134,0.05595304269343614,0.3048160898685455,0.0,2.6440142128194567e-05,0.00012333390754065476,0.0011092260383884422,0.0029452165903057904,0.000489912567572901,0.35375028163194655
bert.encoder.layer.8.output.dense,8,FFN2,baseline,7,0.09997777391225099,0.12029729090631008,0.02257667248137295,6.060425927639008,0.9999668064713478,0.16642589963972568,0.46335081160068514,0.7682686606049538,0.0,2.2149547357912526e-05,9.850259568338515e-05,0.0010701972148672212,0.003172192940255627,0.09997412223368883,0.12072970159351826
bert.encoder.layer.8.attention.self.key,8,K,baseline,7,5.536068670153327e-09,0.22913428664207458,0.22913428232073785,46.89759582519531,0.999810844361782,0.028504820074886084,0.1838073243945837,0.5506062796711921,0.0,2.1046685296823854e-05,0.00010920952259766636,0.00047773533937288447,0.0010069393515004777,0.5570914739370346,0.6587224917113781
bert.encoder.layer.8.attention.output.dense,8,O,baseline,7,0.09997232139110565,0.12078833874315023,0.023128205528482795,6.209213101863861,0.9999650689959526,0.16279978007078172,0.4572006043791771,0.7635621252655983,0.0,2.6054887612190215e-05,0.00011453361112216953,0.0012923779740231112,0.0034482978435698896,0.09997646424919367,0.12092487417161464
bert.encoder.layer.8.attention.self.query,8,Q,baseline,7,0.0,0.1772248137742281,0.1772248137742281,30.877648458480834,0.9998019352555275,0.04107875810936093,0.20392856612801552,0.5490243792533874,0.0,1.0077612246277568e-05,4.9413219712732826e-05,0.00040856746883946474,0.0015965324340504593,0.0,0.14888811886310577
bert.encoder.layer.8.attention.self.value,8,V,baseline,7,0.0,0.13106852654367684,0.13106852654367684,25.559766635894775,0.999891996383667,0.05183544067665934,0.2713200995326042,0.6692478495836258,0.0,1.8970584937960667e-05,0.00010004293479141779,0.0010033805793500505,0.0016912692424375564,0.557091471850872,0.6152065493166446
bert.encoder.layer.9.intermediate.dense,9,FFN1,baseline,7,0.0018871290964307264,0.4096164008975029,0.40850019723176956,94.15191558837891,0.9992708936333656,0.011571917324326933,0.06049454091116786,0.3119196230173111,0.0,1.788312028565997e-05,7.435411631377064e-05,0.0010080191839369945,0.0029290071385912595,0.0017498217767570167,0.3128100633621216
bert.encoder.layer.9.output.dense,9,FFN2,baseline,7,0.09999316930770874,0.12006288442760706,0.02229951393790543,5.972721757888794,0.9999679577350616,0.16864553563296794,0.4680495882034302,0.7726732236146927,0.0,1.815756292671722e-05,6.671647786788527e-05,0.0011209194333059714,0.0035140377026982605,0.0999855025857687,0.1211330296471715
bert.encoder.layer.9.attention.self.key,9,K,baseline,7,8.85155117202885e-09,0.24056109316647054,0.24056108646094798,49.56833625793457,0.9998395726084709,0.028843583250418307,0.20234223268926144,0.5948456820845603,0.0,1.766683162713889e-05,0.00010352838569815503,0.0004434808621590491,0.0009735488126170821,0.5570914763212204,0.6638433040678501
