layer_name,layer_idx,sublayer,q,safety,theta,CCR,QZR_nonzero,cosine_sim
bert.encoder.layer.10.attention.self.key,10,K,0.95,1.0,0.00012998635065741837,0.05000312358749536,0.23679552670881673,0.998158461431044
bert.encoder.layer.10.attention.self.key,10,K,0.95,1.1,0.0001429849857231602,0.04353913487650805,0.23756307847615477,0.998372978395799
bert.encoder.layer.10.attention.self.key,10,K,0.95,1.2,0.00015598362078890203,0.038254759796121605,0.23818705431459303,0.9985414454125524
bert.encoder.layer.10.attention.self.key,10,K,0.99,1.0,0.00034187044366262853,0.010002829602789915,0.24126292671420643,0.9992925993025212
bert.encoder.layer.10.attention.self.key,10,K,0.99,1.1,0.0003760574880288914,0.008301393120022931,0.2414239627698994,0.9993268209596395
bert.encoder.layer.10.attention.self.key,10,K,0.99,1.2,0.0004102445323951542,0.006989486371971498,0.2415445902833155,0.9993516259191616
bert.encoder.layer.10.attention.self.key,10,K,0.995,1.0,0.00048104283632710576,0.005001414801394957,0.24171468895346346,0.9993848140362998
bert.encoder.layer.10.attention.self.key,10,K,0.995,1.1,0.0005291471199598164,0.004038614891060293,0.2417914101573553,0.9993985945693675
bert.encoder.layer.10.attention.self.key,10,K,0.995,1.2,0.0005772514035925269,0.003215457715812335,0.24184815437320623,0.9994087002936172
bert.encoder.layer.10.attention.self.key,10,K,0.999,1.0,0.0008648352231830359,0.0010032228073334484,0.24198389262392375,0.9994312084976279
bert.encoder.layer.10.attention.self.key,10,K,0.999,1.1,0.0009513187455013395,0.0007386365724323192,0.24199790761744996,0.9994337349286904
bert.encoder.layer.10.attention.self.key,10,K,0.999,1.2,0.001037802267819643,0.0005291724698022586,0.24200669270728065,0.9994351129819972
bert.encoder.layer.10.attention.output.dense,10,O,0.9,1.0,5.328143743099645e-05,0.10000257236617265,0.02267015040497881,0.9963632024856407
bert.encoder.layer.10.attention.output.dense,10,O,0.9,1.1,5.86095811740961e-05,0.08711134303237875,0.02279181686609452,0.9966179126718433
bert.encoder.layer.10.attention.output.dense,10,O,0.9,1.2,6.393772491719574e-05,0.07674838216541785,0.022886905340882772,0.9968202568323883
bert.encoder.layer.10.attention.output.dense,10,O,0.95,1.0,8.795193571131676e-05,0.05000312358749536,0.023145895828574146,0.9973758419905704
bert.encoder.layer.10.attention.output.dense,10,O,0.95,1.1,9.674712928244845e-05,0.044237348551941585,0.023202661813774828,0.9974989480859758
bert.encoder.layer.10.attention.output.dense,10,O,0.95,1.2,0.00010554232285358012,0.039676910808715174,0.02324690174660754,0.9975990866262683
bert.encoder.layer.10.attention.output.dense,10,O,0.99,1.0,0.0021817723754793406,0.010002829602789915,0.02366847571537383,0.9998180969635054
bert.encoder.layer.10.attention.output.dense,10,O,0.99,1.1,0.002399949613027275,0.009242144177449169,0.023683059315393072,0.9998308439565932
bert.encoder.layer.10.attention.output.dense,10,O,0.99,1.2,0.0026181268505752085,0.008066205355666371,0.02369572360093658,0.9998391122764339
bert.encoder.layer.10.attention.output.dense,10,O,0.995,1.0,0.0031190011650323868,0.005001414801394957,0.023716649977048775,0.9998479547851523
bert.encoder.layer.10.attention.output.dense,10,O,0.995,1.1,0.0034309012815356256,0.003480043950713464,0.023724943967581045,0.9998500218651125
bert.encoder.layer.10.attention.output.dense,10,O,0.995,1.2,0.003742801398038864,0.0023224791730210234,0.02373011707834252,0.9998512850806437
bert.encoder.layer.10.attention.output.dense,10,O,0.999,1.0,0.004527178592979908,0.0010032228073334484,0.02373714570365256,0.9998526631339505
bert.encoder.layer.10.attention.output.dense,10,O,0.999,1.1,0.004979896452277899,0.0005732701756191134,0.02373909691809188,0.9998530076472771
bert.encoder.layer.10.attention.output.dense,10,O,0.999,1.2,0.00543261431157589,0.00030868394071798417,0.023740053916999453,0.9998530076472771
bert.encoder.layer.10.attention.self.query,10,Q,0.9,1.0,1.3801693057757802e-05,0.10000257236617265,0.1350837573865751,0.9937748738621873
bert.encoder.layer.10.attention.self.query,10,Q,0.9,1.1,1.5181862363533584e-05,0.08786835364890141,0.1358508545913887,0.9941805957232575
bert.encoder.layer.10.attention.self.query,10,Q,0.9,1.2,1.656203166930936e-05,0.07826607820728126,0.13646375815723227,0.9945119027057617
bert.encoder.layer.10.attention.self.query,10,Q,0.95,1.0,2.360081998631358e-05,0.05000312358749536,0.13830551205583003,0.9955661134854459
bert.encoder.layer.10.attention.self.query,10,Q,0.95,1.1,2.596090198494494e-05,0.044516634022115,0.13866521746497112,0.9957910806877772
bert.encoder.layer.10.attention.self.query,10,Q,0.95,1.2,2.8320983983576297e-05,0.040022342837613877,0.13895541731011907,0.9959803333419079
bert.encoder.layer.10.attention.self.query,10,Q,0.99,1.0,0.00035858992487192154,0.010002829602789915,0.14147581461647846,0.9992098012663391
bert.encoder.layer.10.attention.self.query,10,Q,0.99,1.1,0.00039444891735911374,0.009565527353439436,0.14154069795998298,0.9992524060810737
bert.encoder.layer.10.attention.self.query,10,Q,0.99,1.2,0.0004303079098463058,0.009021655648364893,0.14160079639614942,0.9992851348471096
bert.encoder.layer.10.attention.self.query,10,Q,0.995,1.0,0.0006889479700475931,0.005001414801394957,0.14190258050196292,0.9993873404673622
bert.encoder.layer.10.attention.self.query,10,Q,0.995,1.1,0.0007578427670523525,0.004016566038151865,0.1419489079748103,0.999396642327183
bert.encoder.layer.10.attention.self.query,10,Q,0.995,1.2,0.0008267375640571117,0.003186059245267765,0.1419844789759617,0.9994030732426146
bert.encoder.layer.10.attention.self.query,10,Q,0.999,1.0,0.001151329604908824,0.0010032228073334484,0.14206738228050148,0.9994146718579466
bert.encoder.layer.10.attention.self.query,10,Q,0.999,1.1,0.0012664625653997065,0.0006651403960708944,0.14207960293384297,0.999416164749029
bert.encoder.layer.10.attention.self.query,10,Q,0.999,1.2,0.0013815955258905887,0.0004299526317143351,0.1420872348610472,0.9994168537756823
bert.encoder.layer.10.attention.self.value,10,V,0.9,1.0,0.00012132235133321956,0.10000257236617265,0.16001896775557153,0.9952295239652658
bert.encoder.layer.10.attention.self.value,10,V,0.9,1.1,0.00013345458646654154,0.09254271046548804,0.1610285497143884,0.9958042870319672
bert.encoder.layer.10.attention.self.value,10,V,0.9,1.2,0.00014558682159986346,0.0857884118578731,0.16187561707959666,0.996279485747254
bert.encoder.layer.10.attention.self.value,10,V,0.95,1.0,0.00026161226560361683,0.05000312358749536,0.16612330375153675,0.9984173057771669
bert.encoder.layer.10.attention.self.value,10,V,0.95,1.1,0.00028777349216397853,0.045207498079912395,0.16661760382155621,0.9986219466932232
bert.encoder.layer.10.attention.self.value,10,V,0.95,1.2,0.00031393471872434017,0.04082712596877147,0.16702944079811644,0.9987814563634827
bert.encoder.layer.10.attention.self.value,10,V,0.99,1.0,0.0007006601081229746,0.010002829602789915,0.16932415317594732,0.9994589992393146
bert.encoder.layer.10.attention.self.value,10,V,0.99,1.1,0.0007707261189352721,0.007933912238215806,0.16944848420881523,0.9994833448477343
bert.encoder.layer.10.attention.self.value,10,V,0.99,1.2,0.0008407921297475695,0.006364768872899387,0.16954145017393185,0.9995001111629668
bert.encoder.layer.10.attention.self.value,10,V,0.995,1.0,0.0009214261663146317,0.005001414801394957,0.16962243951592393,0.9995136620204834
bert.encoder.layer.10.attention.self.value,10,V,0.995,1.1,0.001013568782946095,0.003906321773609728,0.16968897365277846,0.9995242270958353
bert.encoder.layer.10.attention.self.value,10,V,0.995,1.2,0.001105711399577558,0.003020692848454559,0.16973684665092514,0.9995308876868181
bert.encoder.layer.10.attention.self.value,10,V,0.999,1.0,0.0014851439045742154,0.0010032228073334484,0.16982383148184055,0.9995420269510479
bert.encoder.layer.10.attention.self.value,10,V,0.999,1.1,0.001633658295031637,0.0006908640577973931,0.1698362004673687,0.9995432901665791
bert.encoder.layer.10.attention.self.value,10,V,0.999,1.2,0.0017821726854890584,0.0004556762934408337,0.16984324385100408,0.9995439791932325
bert.encoder.layer.11.attention.self.key,11,K,0.9,1.0,7.260762504301965e-05,0.10000257236617265,0.22536445490642099,0.996050728898329
bert.encoder.layer.11.attention.self.key,11,K,0.9,1.1,7.986838754732163e-05,0.0880741429427134,0.22672797644968146,0.9965182334826531
bert.encoder.layer.11.attention.self.key,11,K,0.9,1.2,8.712915005162358e-05,0.07788757289901993,0.2278433239901319,0.9968921452798918
bert.encoder.layer.11.attention.self.key,11,K,0.95,1.0,0.00011694917338900268,0.05000312358749536,0.2308148710555521,0.9978570122701866
bert.encoder.layer.11.attention.self.key,11,K,0.95,1.1,0.00012864409072790297,0.04301731202434193,0.23154297126207635,0.9980905923056853
bert.encoder.layer.11.attention.self.key,11,K,0.95,1.2,0.0001403390080668032,0.03751244841487122,0.23213066314834346,0.9982767443398757
bert.encoder.layer.11.attention.self.key,11,K,0.99,1.0,0.0003501185274217278,0.010002829602789915,0.23532157428962883,0.9992756033117377
bert.encoder.layer.11.attention.self.key,11,K,0.99,1.1,0.0003851303801639006,0.008639475531285485,0.23546648042276225,0.9993170597487165
bert.encoder.layer.11.attention.self.key,11,K,0.99,1.2,0.0004201422329060733,0.007533358077046042,0.23557953342789842,0.9993485252992214
bert.encoder.layer.11.attention.self.key,11,K,0.995,1.0,0.0005287526873871684,0.005001414801394957,0.2358078644200723,0.9994085854558417
bert.encoder.layer.11.attention.self.key,11,K,0.995,1.1,0.0005816279561258853,0.004244404184872282,0.23587665224763557,0.9994252369332985
bert.encoder.layer.11.attention.self.key,11,K,0.995,1.2,0.0006345032248646021,0.003612337068164029,0.2359302192850292,0.9994376394130595
bert.encoder.layer.11.attention.self.key,11,K,0.999,1.0,0.0010571898892521858,0.0010032228073334484,0.23608977201945444,0.9994697939902176
bert.encoder.layer.11.attention.self.key,11,K,0.999,1.1,0.0011629088781774045,0.000734961763614248,0.2361015668159864,0.999472090745729
bert.encoder.layer.11.attention.self.key,11,K,0.999,1.2,0.001268627867102623,0.0005144732345299736,0.23610932793565165,0.9994732391234846
bert.encoder.layer.11.attention.output.dense,11,O,0.9,1.0,1.9081277059740387e-05,0.10000257236617265,0.02253382874788841,0.9924820301848797
bert.encoder.layer.11.attention.output.dense,11,O,0.9,1.1,2.0989404765714427e-05,0.08272729611241975,0.02260675544616285,0.9928840772371318
bert.encoder.layer.11.attention.output.dense,11,O,0.9,1.2,2.2897532471688464e-05,0.0741723411839499,0.022652700807866407,0.9932585632232483
bert.encoder.layer.11.attention.output.dense,11,O,0.95,1.0,0.00010597814980428666,0.05000312358749536,0.023376326963398635,0.9979277523399345
bert.encoder.layer.11.attention.output.dense,11,O,0.95,1.1,0.00011657596478471534,0.04348401274423698,0.0234342238609862,0.9979754100167939
bert.encoder.layer.11.attention.output.dense,11,O,0.95,1.2,0.00012717377976514399,0.035017253227400846,0.02347928136392969,0.9980106652138923
bert.encoder.layer.11.attention.output.dense,11,O,0.99,1.0,0.002358140656724572,0.010002829602789915,0.02369898653314972,0.9998121253991761
bert.encoder.layer.11.attention.output.dense,11,O,0.99,1.1,0.0025939547223970297,0.00892243581027697,0.023713814306094785,0.9998229201500792
bert.encoder.layer.11.attention.output.dense,11,O,0.99,1.2,0.0028297687880694867,0.0072981703126894825,0.0237261167322672,0.9998296955788375
bert.encoder.layer.11.attention.output.dense,11,O,0.995,1.0,0.0031459431629627943,0.005001414801394957,0.02373795662124126,0.9998353226298402
bert.encoder.layer.11.attention.output.dense,11,O,0.995,1.1,0.003460537479259074,0.003079489789543699,0.023744841514021415,0.9998384232497805
bert.encoder.layer.11.attention.output.dense,11,O,0.995,1.2,0.003775131795555353,0.0019476486735777571,0.023749147894833716,0.9998406051675162
bert.encoder.layer.11.attention.output.dense,11,O,0.999,1.0,0.004510845057666302,0.0010032228073334484,0.023753895546766286,0.999843820625232
bert.encoder.layer.11.attention.output.dense,11,O,0.999,1.1,0.004961929563432933,0.0006688152048889656,0.023755426704388436,0.9998450838407632
bert.encoder.layer.11.attention.output.dense,11,O,0.999,1.2,0.005413014069199562,0.00044832667580469126,0.023756250764914246,0.9998462322185189
bert.encoder.layer.11.attention.self.query,11,Q,0.9,1.0,4.972655915480573e-06,0.10000257236617265,0.16413478559481068,0.993862265409392
bert.encoder.layer.11.attention.self.query,11,Q,0.9,1.1,5.469921507028631e-06,0.083359363229128,0.16514942519099818,0.9942609821661528
bert.encoder.layer.11.attention.self.query,11,Q,0.9,1.2,5.967187098576687e-06,0.07233861158373235,0.16594371502041355,0.9945731112401377
bert.encoder.layer.11.attention.self.query,11,Q,0.95,1.0,7.783386536175385e-06,0.05000312358749536,0.1678777841270308,0.9952675352689776
bert.encoder.layer.11.attention.self.query,11,Q,0.95,1.1,8.561725189792924e-06,0.04377064783204654,0.1684405992801662,0.9954399067701003
bert.encoder.layer.11.attention.self.query,11,Q,0.95,1.2,9.340063843410461e-06,0.03826578422257582,0.16889427069744198,0.9955701328075907
bert.encoder.layer.11.attention.self.query,11,Q,0.99,1.0,0.0003267888678237796,0.010002829602789915,0.17128464292035833,0.9992094567530124
bert.encoder.layer.11.attention.self.query,11,Q,0.99,1.1,0.0003594677546061576,0.009705170088526144,0.1713563304017546,0.9992622821297722
bert.encoder.layer.11.attention.self.query,11,Q,0.99,1.2,0.0003921466413885355,0.009370762486081662,0.17142321862111373,0.9993038534045267
bert.encoder.layer.11.attention.self.query,11,Q,0.995,1.0,0.000674569804687053,0.005001414801394957,0.1718143273752433,0.9994521089727807
bert.encoder.layer.11.attention.self.query,11,Q,0.995,1.1,0.0007420267851557583,0.0041268103026940025,0.1718639468641019,0.9994634779125616
bert.encoder.layer.11.attention.self.query,11,Q,0.995,1.2,0.0008094837656244635,0.0034432958625327517,0.17190329315695477,0.9994712868813
bert.encoder.layer.11.attention.self.query,11,Q,0.999,1.0,0.0011997721157968044,0.0010032228073334484,0.1720099487410105,0.9994881680343081
bert.encoder.layer.11.attention.self.query,11,Q,0.999,1.1,0.001319749327376485,0.0006614655872528232,0.17202082483533795,0.9994894312498392
bert.encoder.layer.11.attention.self.query,11,Q,0.999,1.2,0.0014397265389561652,0.000459351102258905,0.1720279878415888,0.9994901202764926
bert.encoder.layer.11.attention.self.value,11,V,0.9,1.0,0.00010905006638495252,0.10000257236617265,0.14564178870859867,0.9954899760402465
bert.encoder.layer.11.attention.self.value,11,V,0.9,1.1,0.00011995507302344778,0.09364147830209134,0.14645169647549086,0.9960415418762839
bert.encoder.layer.11.attention.self.value,11,V,0.9,1.2,0.000130860079661943,0.08843794901570246,0.14712093753713087,0.9964895240387619
bert.encoder.layer.11.attention.self.value,11,V,0.95,1.0,0.0002411891327938065,0.05000312358749536,0.15041456628375158,0.9984070852151417
bert.encoder.layer.11.attention.self.value,11,V,0.95,1.1,0.00026530804607318716,0.04285929524516487,0.15076051029773302,0.9985669393987278
bert.encoder.layer.11.attention.self.value,11,V,0.95,1.2,0.0002894269593525678,0.03638428210772335,0.15103983404716495,0.998693260951849
bert.encoder.layer.11.attention.self.value,11,V,0.99,1.0,0.0005829582805745304,0.010002829602789915,0.15245112810506034,0.9993055759711601
bert.encoder.layer.11.attention.self.value,11,V,0.99,1.1,0.0006412541086319835,0.008933460236731184,0.15256489884629376,0.9993544968635507
bert.encoder.layer.11.attention.self.value,11,V,0.99,1.2,0.0006995499366894365,0.008055180929212157,0.15265746766321356,0.9993943455716716
bert.encoder.layer.11.attention.self.value,11,V,0.995,1.0,0.001049881218932569,0.005001414801394957,0.15297382181035782,0.999520896800344
bert.encoder.layer.11.attention.self.value,11,V,0.995,1.1,0.001154869340825826,0.004365672875868633,0.15302469016002568,0.9995381224666787
bert.encoder.layer.11.attention.self.value,11,V,0.995,1.2,0.0012598574627190827,0.003740955376796522,0.15306280194679123,0.9995512139730931
bert.encoder.layer.11.attention.self.value,11,V,0.999,1.0,0.002255343133583665,0.0010032228073334484,0.15318155856144708,0.999585780143538
bert.encoder.layer.11.attention.self.value,11,V,0.999,1.1,0.0024808774469420314,0.0007533358077046042,0.15318664013301583,0.9995869285212937
bert.encoder.layer.11.attention.self.value,11,V,0.999,1.2,0.002706411760300398,0.0006136930726178971,0.1531900326323023,0.9995875027101715
