layer_idx,sublayer,bits,QZR_nonzero,WQZR_body,sign_agree_nonzero,raw_cosine_sim,raw_rel_l2_error,trimmed_rel_l2_p90,trimmed_cosine_p90,trimmed_rel_l2_p99,trimmed_cosine_p99,trimmed_rel_l2_p999,trimmed_cosine_p999
9,O,10,0.0027887955249330256,6.037849288986763e-06,0.997211204475067,0.9999980926513672,0.0019520348869264126,0.0025426666252315044,0.9999967813491821,0.002045474713668227,0.9999978542327881,0.0019699744880199432,0.9999980926513672
9,O,11,0.001398281878796503,1.5153370895859553e-06,0.9986017181212035,0.9999995231628418,0.0009783721761777997,0.0012712004827335477,0.9999991655349731,0.001025710254907608,0.9999995231628418,0.000987364212051034,0.9999995231628418
9,O,12,0.0006977285334600732,3.773791661387804e-07,0.9993022714665399,1.0,0.0004991663154214621,0.000627439992967993,0.9999998807907104,0.0005242868792265654,1.0,0.0005037407390773296,1.0
9,Q,4,0.5751816431681315,0.17485427856445312,0.42481835683186847,0.9673606157302856,0.255337655544281,0.4608796238899231,0.8945316672325134,0.29781007766723633,0.9552850723266602,0.2652282118797302,0.9646139144897461
9,Q,5,0.36705271402994794,0.058738213032484055,0.6329472859700521,0.9916574954986572,0.12674790620803833,0.2330053746700287,0.97066730260849,0.14829987287521362,0.9883400201797485,0.13176363706588745,0.9909034967422485
9,Q,6,0.21917088826497397,0.018290648236870766,0.780829111735026,0.9979146122932434,0.0628669261932373,0.11647811532020569,0.992256760597229,0.07366542518138885,0.9970540404319763,0.06538080424070358,0.9977192878723145
9,Q,7,0.12453873952229817,0.005388460122048855,0.8754612604777018,0.9994818568229675,0.031245157122612,0.05809333920478821,0.9980283975601196,0.03663390502333641,0.9992650747299194,0.03250045329332352,0.9994325637817383
9,Q,8,0.06803448994954427,0.0015154212014749646,0.9319655100504557,0.9998712539672852,0.015553067438304424,0.028963807970285416,0.9995051622390747,0.01824340783059597,0.9998170137405396,0.01617959514260292,0.9998589158058167
9,Q,9,0.03603712717692057,0.00041046447586268187,0.9639628728230795,0.9999679327011108,0.0077553195878863335,0.014451136812567711,0.9998763799667358,0.009097106754779816,0.9999544620513916,0.008067911490797997,0.9999649524688721
9,Q,10,0.01862621307373047,0.00010781605669762939,0.9813737869262695,0.9999920129776001,0.0038737310096621513,0.007220746949315071,0.9999691247940063,0.004544259048998356,0.9999886751174927,0.004029958043247461,0.999991238117218
9,Q,11,0.009406725565592447,2.7414509531809017e-05,0.9905932744344076,0.9999979734420776,0.0019369113724678755,0.0036082989536225796,0.9999922513961792,0.0022723753936588764,0.9999971389770508,0.0020150011405348778,0.9999978542327881
9,Q,12,0.004751841227213542,6.973853032832267e-06,0.9952481587727865,0.9999995231628418,0.0009668663260526955,0.0017959540709853172,0.9999980926513672,0.0011329526314511895,0.9999992847442627,0.0010058475891128182,0.9999995231628418
